ACCESSION,DISPLAY_NAME,FILENAME,ASM_NAME,ASM_LENGTH,TOTAL_PROTEIN,NCBI_TAXID,phylum,subphylum,class,subclass,order,family,genus,species,TOTAL_IDP
GCA_000193285.1,Magnaporthe poae,Magnaporthe_poae.Mag_poae_ATCC_64411_V1,Mag_poae_ATCC_64411_V1,39503331,11209,148304,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Magnaporthaceae,Magnaporthiopsis,Magnaporthiopsis poae,5649
GCA_000181695.1,Malassezia globosa CBS 7966 (GCA_000181695),Malassezia_globosa_cbs_7966_gca_000181695.ASM18169v1,ASM18169v1,8958118,4286,76773,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia globosa,1933
GCA_001278385.1,Malassezia pachydermatis (GCA_001278385),Malassezia_pachydermatis_gca_001278385.MalaPachy,MalaPachy,8150648,4202,77020,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia pachydermatis,1976
GCA_000349305.2,Malassezia sympodialis ATCC 42132 (GCA_000349305),Malassezia_sympodialis_atcc_42132_gca_000349305.ASM34930v2,ASM34930v2,7669689,3318,76777,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia sympodialis,1443
GCA_900149145.1,Malassezia sympodialis ATCC 42132 (GCA_900149145),Malassezia_sympodialis_atcc_42132_gca_900149145.Msy_ATCC_42132_Feb2016,Msy_ATCC_42132_Feb2016,7786082,4491,76777,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia sympodialis,2003
GCA_002818225.1,Malassezia vespertilionis str. NWHC:44797-103 (GCA_002818225),Malassezia_vespertilionis_gca_002818225.ASM281822v1,ASM281822v1,7581597,3791,2020962,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia vespertilionis,1709
GCA_000298775.1,Marssonina brunnea f. sp. 'multigermtubi' MB_m1 (GCA_000298775),Marssonina_brunnea_f_sp_multigermtubi_mb_m1_gca_000298775.ASM29877v1,ASM29877v1,51949877,10027,698440,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Dermateaceae,Marssonina,Marssonina brunnea,5034
GCA_003144205.1,Meira miltonrushii str. MCA 3882 (GCA_003144205),Meira_miltonrushii_gca_003144205.Meimi1,Meimi1,17383515,7452,1280837,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Exobasidiales,Brachybasidiaceae,Meira,Meira miltonrushii,3798
GCA_000204055.1,Melampsora larici-populina,Melampsora_laricipopulina.GCA_000204055.1,v1.0,101129028,16372,203908,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Melampsoraceae,Melampsora,Melampsora larici-populina,7488
GCA_002865645.1,Meliniomyces bicolor E (GCA_002865645),Meliniomyces_bicolor_e_gca_002865645.Melbi2,Melbi2,82384847,18611,373870,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha bicolor,6230
GCA_002865655.1,Meliniomyces variabilis F (GCA_002865655),Meliniomyces_variabilis_f_gca_002865655.Melva1,Melva1,55857776,20379,313359,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha variabilis,6720
GCA_000187405.1,Metarhizium acridum CQMa 102 (GCA_000187405),Metarhizium_acridum_cqma_102_gca_000187405.MetAcr_May2010,MetAcr_May2010,39422329,9849,92637,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium acridum,4384
GCA_000804445.1,Metarhizium album ARSEF 1941 (GCA_000804445),Metarhizium_album_arsef_1941_gca_000804445.MAM_1.0_for_version_1_of_the_Metarhizium_album_genome,MAM 1.0 for version 1 of the Metarhizium album genome,30449065,8472,92629,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium album,4261
GCA_000187425.2,Metarhizium robertsii ARSEF 23 (GCA_000187425),Metarhizium_anisopliae_arsef_23_gca_000187425.MAA_2.0,MAA 2.0,41656800,11688,568076,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium robertsii,4918
GCA_000814975.1,Metarhizium anisopliae ARSEF 549 (GCA_000814975),Metarhizium_anisopliae_arsef_549_gca_000814975.MAN_1.0,MAN_1.0,38504274,10891,5530,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium anisopliae,4601
GCA_000426985.1,Metarhizium anisopliae BRIP 53284 (GCA_000426985),Metarhizium_anisopliae_brip_53284_gca_000426985.ASM42698v1,ASM42698v1,38088637,11456,5530,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium anisopliae,4671
GCA_000426965.1,Metarhizium anisopliae BRIP 53293 (GCA_000426965),Metarhizium_anisopliae_brip_53293_gca_000426965.ASM42696v1,ASM42696v1,38672492,11415,5530,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium anisopliae,4677
GCA_000739145.1,Metarhizium anisopliae str. E6 (GCA_000739145),Metarhizium_anisopliae_gca_000739145.Metarhizium_anisopliae,Metarhizium anisopliae,38477109,10795,5530,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium anisopliae,4505
GCA_000814965.1,Metarhizium brunneum ARSEF 3297 (GCA_000814965),Metarhizium_brunneum_arsef_3297_gca_000814965.MBR_1.0,MBR_1.0,37066166,10689,500148,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium brunneum,4585
GCA_000814955.1,Metarhizium guizhouense ARSEF 977 (GCA_000814955),Metarhizium_guizhouense_arsef_977_gca_000814955.MGU_1.0,MGU_1.0,43465197,11787,169041,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium guizhouense,5025
GCA_000814945.1,Metarhizium majus ARSEF 297 (GCA_000814945),Metarhizium_majus_arsef_297_gca_000814945.MAJ_1.0,MAJ_1.0,42062993,11535,1650735,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium majus,4928
GCA_001636745.1,Metarhizium rileyi RCEF 4871 (GCA_001636745),Metarhizium_rileyi_rcef_4871_gca_001636745.NOR_1.0,NOR 1.0,32013981,8764,1649241,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium rileyi,4159
GCA_000591435.1,Metarhizium robertsii (GCA_000591435),Metarhizium_robertsii_gca_000591435.MR2010_11_27,MR2010_11_27,40317276,12336,568076,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium robertsii,5148
GCA_001664035.1,Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993 (GCA_001664035),Metschnikowia_bicuspidata_var_bicuspidata_nrrl_yb_4993_gca_001664035.Metbi1,Metbi1,16055203,5837,27322,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia bicuspidata,1679
GCA_000149425.1,Meyerozyma guilliermondii ATCC 6260 (GCA_000149425),Meyerozyma_guilliermondii_atcc_6260_gca_000149425.ASM14942v1,ASM14942v1,10609954,5920,4929,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii,2033
GCA_900096595.1,Microbotryum intermedium (GCA_900096595),Microbotryum_intermedium_gca_900096595.Microbotrium_Intermedium_Assembly,Microbotrium Intermedium Assembly,23461035,8142,269621,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum intermedium,4256
GCA_000166175.1,Microbotryum violaceum,Microbotryum_violaceum.GCA_000166175.1,M_violaceum_V1,26138885,7364,5272,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum violaceum,4393
GCA_001566295.1,Microdochium bolleyi str. J235TASD1 (GCA_001566295),Microdochium_bolleyi_gca_001566295.Microdochium_bolleyi_v1.0,Microdochium bolleyi v1.0,38835037,13165,196109,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Microdochiaceae,Microdochium,Microdochium bolleyi,5707
GCA_000151145.1,Microsporum canis CBS 113480 (GCA_000151145),Microsporum_canis_cbs_113480_gca_000151145.ASM15114v1,ASM15114v1,23263091,8765,63405,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Arthrodermataceae,Microsporum,Microsporum canis,3864
GCA_000315895.1,Millerozyma farinosa CBS 7064 (GCA_000315895),Millerozyma_farinosa_cbs_7064_gca_000315895.ASM31589v1,ASM31589v1,21459642,11175,4920,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Millerozyma,Millerozyma farinosa,4219
GCA_000760515.1,Mitosporidium daphniae str. UGP3 (GCA_000760515),Mitosporidium_daphniae_gca_000760515.UGP1.0,UGP1.0,5636959,3330,1485682,Microsporidia,,,,,,Mitosporidium,Mitosporidium daphniae,666
GCA_000241205.2,Mixia osmundae IAM 14324 (GCA_000241205),Mixia_osmundae_iam_14324_gca_000241205.Mosmundae_2.0,Mosmundae_2.0,13393708,6726,34349,Basidiomycota,Pucciniomycotina,Mixiomycetes,,Mixiales,Mixiaceae,Mixia,Mixia osmundae,3240
GCA_000708205.1,Mixia osmundae IAM 14324 (GCA_000708205),Mixia_osmundae_iam_14324_gca_000708205.Mixia_osmundae_v1.0,Mixia osmundae v1.0,13634488,6858,34349,Basidiomycota,Pucciniomycotina,Mixiomycetes,,Mixiales,Mixiaceae,Mixia,Mixia osmundae,3187
GCA_001636675.1,Moelleriella libera RCEF 2490 (GCA_001636675),Moelleriella_libera_rcef_2490_gca_001636675.AAL_1.0,AAL 1.0,30871875,8461,324773,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Moelleriella,Moelleriella libera,4190
GCA_000747765.1,Moesziomyces antarcticus str. JCM 10317 (GCA_000747765),Moesziomyces_antarcticus_gca_000747765.ASM74776v1,ASM74776v1,18111965,4675,84753,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Moesziomyces,Moesziomyces antarcticus,2825
GCA_000334475.1,Moesziomyces antarcticus T-34 (GCA_000334475),Moesziomyces_antarcticus_t_34_gca_000334475.Pant_1.0,Pant_1.0,18065590,6640,84753,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Moesziomyces,Moesziomyces antarcticus,4022
GCA_000517465.1,Moesziomyces aphidis DSM 70725 (GCA_000517465),Moesziomyces_aphidis_dsm_70725_gca_000517465.PseuAph1.0,PseuAph1.0,17921702,6011,84754,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Moesziomyces,Moesziomyces aphidis,3572
GCA_000183025.1,Moniliophthora perniciosa FA553 (GCA_000183025),Moniliophthora_perniciosa_fa553_gca_000183025.ASM18302v1,ASM18302v1,26663261,13559,153609,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Marasmiaceae,Moniliophthora,Moniliophthora perniciosa,2784
GCA_001466705.1,Moniliophthora roreri str. MCA 2952 (GCA_001466705),Moniliophthora_roreri_gca_001466705.ASM146670v1,ASM146670v1,57384356,20131,221103,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Marasmiaceae,Moniliophthora,Moniliophthora roreri,6807
GCA_000488995.1,Moniliophthora roreri MCA 2997 (GCA_000488995),Moniliophthora_roreri_mca_2997_gca_000488995.M_roreri_MCA_2997_v1,M_roreri_MCA_2997_v1,52204869,17910,221103,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Marasmiaceae,Moniliophthora,Moniliophthora roreri,6202
GCA_001651415.1,Mortierella elongata AG-77,Mortierella_elongata_ag_77_gca_001651415.Mortierella_elongata_AG-77_v2.0,Mortierella elongata AG-77 v2.0,49851634,14959,310910,Mucoromycota,Mortierellomycotina,Mortierellomycetes,,Mortierellales,Mortierellaceae,Linnemannia,Linnemannia elongata,6595
GCA_000739165.1,Mortierella verticillata NRRL 6337 (GCA_000739165),Mortierella_verticillata_nrrl_6337_gca_000739165.Mort_vert_NRRL_6337_V1,Mort_vert_NRRL_6337_V1,41912894,1508,78898,Mucoromycota,Mortierellomycotina,Mortierellomycetes,,Mortierellales,Mortierellaceae,Podila,Podila verticillata,598
GCA_000950595.1,Mucor ambiguus str. NBRC 6742 (GCA_000950595),Mucor_ambiguus_gca_000950595.ASM95059v1,ASM95059v1,40737472,11343,91626,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Mucoraceae,Mucor,Mucor ambiguus,4596
GCA_000401635.1,Mucor circinelloides f. circinelloides 1006PhL (GCA_000401635),Mucor_circinelloides_f_circinelloides_1006phl_gca_000401635.Muco_sp_1006Ph_V1,Muco_sp_1006Ph_V1,36348485,12227,36080,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Mucoraceae,Mucor,Mucor circinelloides,4676
GCA_001638945.1,Mucor circinelloides f. lusitanicus CBS 277.49,Mucor_circinelloides_f_lusitanicus_cbs_277_49_gca_001638945.Mucci2,Mucci2,36567582,11707,36080,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Mucoraceae,Mucor,Mucor circinelloides,3378
GCA_001578235.1,Mycosphaerella eumusae str. CBS 114824 (GCA_001578235),Mycosphaerella_eumusae_gca_001578235.ASM157823v1,ASM157823v1,47119461,10939,321146,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora eumusae,5633
GCA_001661315.1,Nadsonia fulvescens var. elongata DSM 6958 (GCA_001661315),Nadsonia_fulvescens_var_elongata_dsm_6958_gca_001661315.Nadfu1,Nadfu1,13746944,5648,45786,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,,Nadsonia,Nadsonia fulvescens,1969
GCA_002105065.1,Naematelia encephala str. 68-887.2 (GCA_002105065),Naematelia_encephala_gca_002105065.Treen1,Treen1,19786307,7964,71784,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Naemateliaceae,Naematelia,Naematelia encephala,3959
GCA_000150975.2,Nannizzia gypsea CBS 118893 (GCA_000150975),Nannizzia_gypsea_cbs_118893_gca_000150975.MS_CBS118893,MS_CBS118893,23272942,8921,63402,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Arthrodermataceae,Nannizzia,Nannizzia gypsea,4114
GCA_000237345.1,Naumovozyma castellii CBS 4309 (GCA_000237345),Naumovozyma_castellii_cbs_4309_gca_000237345.ASM23734v1,ASM23734v1,11219539,5592,27288,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Naumovozyma castellii,2145
GCA_000227115.2,Naumovozyma dairenensis CBS 421 (GCA_000227115),Naumovozyma_dairenensis_cbs_421_gca_000227115.ASM22711v2,ASM22711v2,13527580,5548,27289,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Naumovozyma dairenensis,2312
GCA_001642395.1,Nematocida displodere str. JUm2807 (GCA_001642395),Nematocida_displodere_gca_001642395.ASM164239v1,ASM164239v1,3066400,2278,1805483,Microsporidia,,,,,,Nematocida,Nematocida displodere,470
GCA_000250985.1,Nematocida parisii ERTm1 (GCA_000250985),Nematocida_parisii_ertm1_gca_000250985.Nema_parisii_ERTm1_V3,Nema_parisii_ERTm1_V3,4071346,2661,586133,Microsporidia,,,,,,Nematocida,Nematocida parisii,416
GCA_000190615.1,Nematocida parisii ERTm3 (GCA_000190615),Nematocida_parisii_ertm3_gca_000190615.Nema_parisii_ERTm3_V1,Nema_parisii_ERTm3_V1,4147597,2726,586133,Microsporidia,,,,,,Nematocida,Nematocida parisii,418
GCA_000250695.1,Nematocida sp. 1 ERTm2 (GCA_000250695),Nematocida_sp_1_ertm2_gca_000250695.Nema_parisii_ERTm2_V1,Nema_parisii_ERTm2_V1,4700711,2770,1155007,Microsporidia,,,,,,Nematocida,Nematocida sp. 1,492
GCA_000738915.1,Nematocida sp. 1 ERTm6 (GCA_000738915),Nematocida_sp_1_ertm6_gca_000738915.Nema_sp_1_ERTm6_V2,Nema_sp_1_ERTm6_V2,4276041,2433,1155007,Microsporidia,,,,,,Nematocida,Nematocida sp. 1,453
GCA_001642415.1,Nematocida sp. ERTm5 (GCA_001642415),Nematocida_sp_ertm5_gca_001642415.ASM164241v1,ASM164241v1,4397606,2709,1805481,Microsporidia,,,,,,Nematocida,Nematocida sp. ERTm5,442
GCA_002104975.1,Neocallimastix californiae str. G1 (GCA_002104975),Neocallimastix_californiae_gca_002104975.Neocallimastix_sp._G1_v1.0,Neocallimastix sp. G1 v1.0,193032486,20200,1754190,Chytridiomycota,,Neocallimastigomycetes,,Neocallimastigales,Neocallimastigaceae,Neocallimastix,Neocallimastix californiae,6617
GCA_000385595.1,Neofusicoccum parvum UCRNP2 (GCA_000385595),Neofusicoccum_parvum_ucrnp2_gca_000385595.UCRNP2V3,UCRNP2V3,42592847,10366,310453,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum parvum,3986
GCA_001929475.1,Neolecta irregularis DAH-3 (GCA_001929475),Neolecta_irregularis_dah_3_gca_001929475.NeoIirr1.0,NeoIirr1.0,14182604,5531,48691,Ascomycota,Taphrinomycotina,Neolectomycetes,,Neolectales,Neolectaceae,Neolecta,Neolecta irregularis,1705
GCA_001632425.1,Neolentinus lepideus HHB14362 ss-1 (GCA_001632425),Neolentinus_lepideus_hhb14362_ss_1_gca_001632425.Neole1,Neole1,35640188,13155,38799,Basidiomycota,Agaricomycotina,Agaricomycetes,,Gloeophyllales,Gloeophyllaceae,Neolentinus,Neolentinus lepideus,4574
GCA_001306435.1,Neonectria ditissima str. R09/05 (GCA_001306435),Neonectria_ditissima_gca_001306435.R0905_v2.0,R0905_v2.0,45719213,12685,78410,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Neonectria,Neonectria ditissima,5523
GCA_000149645.2,Aspergillus fischeri NRRL 181,Neosartorya_fischeri.ASM14964v1,ASM14964v1,31770017,10395,36630,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus fischeri,4245
GCA_000182925.2,Neurospora crassa,Neurospora_crassa.NC12,NC12,41102378,9758,5141,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Sordariaceae,Neurospora,Neurospora crassa,6148
GCA_000786625.1,Neurospora crassa str. 73 (GCA_000786625),Neurospora_crassa_gca_000786625.Neucr_trp3_1,Neucr_trp3_1,40416174,11650,5141,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Sordariaceae,Neurospora,Neurospora crassa,5705
GCA_000213175.1,Neurospora tetrasperma FGSC 2508 (GCA_000213175),Neurospora_tetrasperma_fgsc_2508_gca_000213175.v2.0,v2.0,39146333,10380,40127,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Sordariaceae,Neurospora,Neurospora tetrasperma,5399
GCA_000213195.1,Neurospora tetrasperma FGSC 2509 str. FGSC 2509 mat a (GCA_000213195),Neurospora_tetrasperma_fgsc_2509_gca_000213195.v1.0,v1.0,39123460,11186,40127,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Sordariaceae,Neurospora,Neurospora tetrasperma,5582
GCA_000447185.1,Nosema apis BRL 01 (GCA_000447185),Nosema_apis_brl_01_gca_000447185.NapisBRLv01,NapisBRLv01,8569501,2764,35231,Microsporidia,,,,,Nosematidae,Nosema,Nosema apis,298
GCA_000383075.1,Nosema bombycis CQ1 (GCA_000383075),Nosema_bombycis_cq1_gca_000383075.NosBomCQ1_v1.0,NosBomCQ1_v1.0,15689776,4468,27978,Microsporidia,,,,,Nosematidae,Nosema,Nosema bombycis,527
GCA_000182985.1,Nosema ceranae BRL01 (GCA_000182985),Nosema_ceranae_brl01_gca_000182985.ASM18298v1,ASM18298v1,7860219,2060,40302,Microsporidia,,,,,Nosematidae,Nosema,Nosema ceranae,123
GCA_000988165.1,Nosema ceranae (GCA_000988165),Nosema_ceranae_gca_000988165.ASM98816v1,ASM98816v1,5690748,3209,40302,Microsporidia,,,,,Nosematidae,Nosema,Nosema ceranae,168
GCA_000187245.3,Ogataea parapolymorpha DL-1 (GCA_000187245),Ogataea_parapolymorpha_dl_1_gca_000187245.Hansenula_2,Hansenula_2,8874589,5325,1005962,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Pichiaceae,Ogataea,Ogataea parapolymorpha,1634
GCA_001664045.1,Ogataea polymorpha str. NCYC 495 leu1.1 (GCA_001664045),Ogataea_polymorpha_gca_001664045.Hanpo2,Hanpo2,8974371,5171,460523,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Pichiaceae,Ogataea,Ogataea polymorpha,1425
GCA_000827325.1,Oidiodendron maius Zn (GCA_000827325),Oidiodendron_maius_zn_gca_000827325.Oidiodendron_maius_Zn_v1.0,Oidiodendron maius Zn v1.0,46426256,16701,78148,Ascomycota,Pezizomycotina,Leotiomycetes,,,Myxotrichaceae,Oidiodendron,Oidiodendron maius,4774
GCA_002591405.1,Ophiocordyceps australis (GCA_002591405),Ophiocordyceps_australis_gca_002591405.OphauG2,OphauG2,22189873,7992,1399860,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps australis,3907
GCA_002591415.1,Ophiocordyceps australis (GCA_002591415),Ophiocordyceps_australis_gca_002591415.OphauB2,OphauB2,23324075,8171,1399860,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps australis,3898
GCA_002591395.1,Ophiocordyceps camponoti-rufipedis (GCA_002591395),Ophiocordyceps_camponoti_rufipedis_gca_002591395.Ophun1,Ophun1,21899844,7618,2004952,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps camponoti-rufipedis,3819
GCA_000448365.1,Ophiocordyceps sinensis CO18 (GCA_000448365),Ophiocordyceps_sinensis_co18_gca_000448365.ASM44836v1,ASM44836v1,78515811,6972,72228,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps sinensis,3355
GCA_001272575.2,Ophiocordyceps unilateralis str. SC16a (GCA_001272575),Ophiocordyceps_unilateralis_gca_001272575.ASM127257v2,ASM127257v2,23913698,8577,268505,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps unilateralis,4293
GCA_000410735.1,Ophiostoma piceae UAMH 11346 str. UAMH-11346 (GCA_000410735),Ophiostoma_piceae_uamh_11346_gca_000410735.Opiceae_UAMHv01,Opiceae_UAMHv01,32840360,8884,61273,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Ophiostomatales,Ophiostomataceae,Ophiostoma,Ophiostoma piceae,4737
GCA_000803265.1,Ordospora colligata OC4 (GCA_000803265),Ordospora_colligata_oc4_gca_000803265.ASM80326v1,ASM80326v1,2290528,1820,174685,Microsporidia,,,,,Ordosporidae,Ordospora,Ordospora colligata,140
GCA_001661245.1,Pachysolen tannophilus NRRL Y-2460 (GCA_001661245),Pachysolen_tannophilus_nrrl_y_2460_gca_001661245.Pacta1_2,Pacta1_2,12596242,46,4918,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Pachysolen,Pachysolen tannophilus,13
GCA_001713645.1,Paracoccidioides brasiliensis str. Pb300 (GCA_001713645),Paracoccidioides_brasiliensis_gca_001713645.ASM171364v1,ASM171364v1,29399910,8070,121759,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,,Paracoccidioides,Paracoccidioides brasiliensis,4003
GCA_001713695.1,Paracoccidioides brasiliensis str. CNH (GCA_001713695),Paracoccidioides_brasiliensis_gca_001713695.Paracocci_br_PbCNH,Paracocci_br_PbCNH,29442093,8324,121759,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,,Paracoccidioides,Paracoccidioides brasiliensis,4080
GCA_000150475.2,Paracoccidioides brasiliensis Pb03 (GCA_000150475),Paracoccidioides_brasiliensis_pb03_gca_000150475.Paracocci_br_Pb03_V2,Paracocci_br_Pb03_V2,29062735,8427,121759,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,,Paracoccidioides,Paracoccidioides brasiliensis,4132
GCA_000150735.2,Paracoccidioides brasiliensis Pb18 (GCA_000150735),Paracoccidioides_brasiliensis_pb18_gca_000150735.Paracocci_br_Pb18_V2,Paracocci_br_Pb18_V2,29952540,8390,121759,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,,Paracoccidioides,Paracoccidioides brasiliensis,4090
GCA_000150705.2,Paracoccidioides lutzii Pb01 (GCA_000150705),Paracoccidioides_sp_lutzii_pb01_gca_000150705.Paracocci_br_Pb01_V2,Paracocci_br_Pb01_V2,32925248,8826,1048829,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,,Paracoccidioides,Paracoccidioides lutzii,4176
GCA_002794465.1,Paramicrosporidium saccamoebae str. KSL3 (GCA_002794465),Paramicrosporidium_saccamoebae_gca_002794465.KSL3_v6,KSL3_v6,7191472,3766,1246581,Cryptomycota,,,,,,Paramicrosporidium,Paramicrosporidium saccamoebae,1041
GCA_001642045.1,Paraphaeosphaeria sporulosa str. AP3s5-JAC2a (GCA_001642045),Paraphaeosphaeria_sporulosa_gca_001642045.Parsp1,Parsp1,38464024,14734,1460663,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,Paraphaeosphaeria sporulosa,5617
GCA_000827475.1,Paxillus involutus ATCC 200175 (GCA_000827475),Paxillus_involutus_atcc_200175_gca_000827475.Paxillus_involutus_ATCC_200175_v1.0,Paxillus involutus ATCC 200175 v1.0,58300722,11700,71150,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Paxillaceae,Paxillus,Paxillus involutus,3751
