ACCESSION,SPECIES,ASM_NAME,NCBI_TAXID,ASM_LENGTH,TOTAL_PROTEIN,DNA_URL,PEP_URL,FILENAME,phylum,subphylum,class,subclass,order,family,genus,TOTAL_IDP,NAME
GCA_000956045.1,Hirsutella minnesotensis 3608 (GCA_000956045),ASM95604v1,332947,51111088,9390,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/hirsutella_minnesotensis_3608_gca_000956045/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/hirsutella_minnesotensis_3608_gca_000956045/pep,Hirsutella_minnesotensis_3608_gca_000956045.ASM95604v1,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Ophiocordycipitaceae,Hirsutella,4109,Hirsutella_minnesotensis
GCA_000150115.1,Histoplasma capsulatum G186AR (GCA_000150115),ASM15011v1,5037,30483324,9254,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/histoplasma_capsulatum_g186ar_gca_000150115/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/histoplasma_capsulatum_g186ar_gca_000150115/pep,Histoplasma_capsulatum_g186ar_gca_000150115.ASM15011v1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ajellomycetaceae,Histoplasma,4322,Histoplasma_capsulatum
GCA_000151035.1,Histoplasma capsulatum H143 (GCA_000151035),ASM15103v1,5037,38961716,9547,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/histoplasma_capsulatum_h143_gca_000151035/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/histoplasma_capsulatum_h143_gca_000151035/pep,Histoplasma_capsulatum_h143_gca_000151035.ASM15103v1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ajellomycetaceae,Histoplasma,4208,Histoplasma_capsulatum
GCA_000151005.2,Histoplasma capsulatum H88 (GCA_000151005),ASM15100v2,5037,37943219,9445,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/histoplasma_capsulatum_h88_gca_000151005/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/histoplasma_capsulatum_h88_gca_000151005/pep,Histoplasma_capsulatum_h88_gca_000151005.ASM15100v2,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ajellomycetaceae,Histoplasma,4333,Histoplasma_capsulatum
GCA_000149585.1,Histoplasma capsulatum NAm1 (GCA_000149585),ASM14958v1,5037,33030326,9313,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/histoplasma_capsulatum_nam1_gca_000149585/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/histoplasma_capsulatum_nam1_gca_000149585/pep,Histoplasma_capsulatum_nam1_gca_000149585.ASM14958v1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ajellomycetaceae,Histoplasma,4393,Histoplasma_capsulatum
GCA_002127715.1,Hortaea werneckii EXF-2000 (GCA_002127715),HwerPB1,91943,49777326,15620,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/hortaea_werneckii_exf_2000_gca_002127715/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/hortaea_werneckii_exf_2000_gca_002127715/pep,Hortaea_werneckii_exf_2000_gca_002127715.HwerPB1,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Teratosphaeriaceae,Hortaea,8385,Hortaea_werneckii
GCA_000827185.1,Hydnomerulius pinastri MD-312 (GCA_000827185),Hydpi2,388859,38278792,7912,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/hydnomerulius_pinastri_md_312_gca_000827185/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/hydnomerulius_pinastri_md_312_gca_000827185/pep,Hydnomerulius_pinastri_md_312_gca_000827185.Hydpi2,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Paxillaceae,Hydnomerulius,2780,Hydnomerulius_pinastri
GCA_000827495.1,Hypholoma sublateritium FD-334 SS-4 (GCA_000827495),Hypsu1,71945,48031814,17766,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/hypholoma_sublateritium_fd_334_ss_4_gca_000827495/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/hypholoma_sublateritium_fd_334_ss_4_gca_000827495/pep,Hypholoma_sublateritium_fd_334_ss_4_gca_000827495.Hypsu1,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Strophariaceae,Hypholoma,6425,Hypholoma_sublateritium
GCA_001661395.1,Hyphopichia burtonii NRRL Y-1933 (GCA_001661395),Hypbu1,717740,12403110,5995,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/hyphopichia_burtonii_nrrl_y_1933_gca_001661395/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/hyphopichia_burtonii_nrrl_y_1933_gca_001661395/pep,Hyphopichia_burtonii_nrrl_y_1933_gca_001661395.Hypbu1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Hyphopichia,2056,Hyphopichia_burtonii
GCA_002120315.1,Hypoxylon sp. CI-4A (GCA_002120315),HypCI4A v1.0,1001833,37704138,11701,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/hypoxylon_sp_ci_4a_gca_002120315/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/hypoxylon_sp_ci_4a_gca_002120315/pep,Hypoxylon_sp_ci_4a_gca_002120315.HypCI4A_v1.0,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Hypoxylaceae,Hypoxylon,4804,Hypoxylon_sp
GCA_002120305.1,Hypoxylon sp. CO27-5 (GCA_002120305),HypCO275 v1.0,1001938,46585682,12245,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/hypoxylon_sp_co27_5_gca_002120305/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/hypoxylon_sp_co27_5_gca_002120305/pep,Hypoxylon_sp_co27_5_gca_002120305.HypCO275_v1.0,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Hypoxylaceae,Hypoxylon,4720,Hypoxylon_sp
GCA_002120335.1,Hypoxylon sp. EC38 (GCA_002120335),HypEC38 v3.0,1001937,47717833,12531,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/hypoxylon_sp_ec38_gca_002120335/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/hypoxylon_sp_ec38_gca_002120335/pep,Hypoxylon_sp_ec38_gca_002120335.HypEC38_v3.0,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Hypoxylaceae,Hypoxylon,4793,Hypoxylon_sp
GCA_001605315.1,Hypsizygus marmoreus str. 51987-8 (GCA_001605315),ASM160531v1,39966,41626055,15561,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/hypsizygus_marmoreus_gca_001605315/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/hypsizygus_marmoreus_gca_001605315/pep,Hypsizygus_marmoreus_gca_001605315.ASM160531v1,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Lyophyllaceae,Hypsizygus,5951,Hypsizygus_marmoreus
GCA_000697665.1,Jaapia argillacea MUCL 33604 (GCA_000697665),Jaaar1,202697,45045899,16373,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/jaapia_argillacea_mucl_33604_gca_000697665/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/jaapia_argillacea_mucl_33604_gca_000697665/pep,Jaapia_argillacea_mucl_33604_gca_000697665.Jaaar1,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Jaapiales,Jaapiaceae,Jaapia,5752,Jaapia_argillacea
GCA_003144245.1,Jaminaea rosea str. MCA 5214 (GCA_003144245),Jamsp1,1569628,16615586,6858,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/jaminaea_rosea_gca_003144245/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/jaminaea_rosea_gca_003144245/pep,Jaminaea_rosea_gca_003144245.Jamsp1,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Microstromatales,,Jaminaea,4115,Jaminaea_rosea
GCA_000497045.1,Kalmanozyma brasiliensis GHG001 (GCA_000497045),PSEUBRA1,1392244,17325407,5765,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/kalmanozyma_brasiliensis_ghg001_gca_000497045/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/kalmanozyma_brasiliensis_ghg001_gca_000497045/pep,Kalmanozyma_brasiliensis_ghg001_gca_000497045.PSEUBRA1,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Kalmanozyma,3283,Kalmanozyma_brasiliensis
GCA_000304475.1,Kazachstania africana CBS 2517 (GCA_000304475),Ka_CBS2517,432096,11130140,5378,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/kazachstania_africana_cbs_2517_gca_000304475/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/kazachstania_africana_cbs_2517_gca_000304475/pep,Kazachstania_africana_cbs_2517_gca_000304475.Ka_CBS2517,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Kazachstania,1786,Kazachstania_africana
GCA_000348985.1,Kazachstania naganishii CBS 8797 (GCA_000348985),ASM34898v1,588726,10845821,5321,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/kazachstania_naganishii_cbs_8797_gca_000348985/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/kazachstania_naganishii_cbs_8797_gca_000348985/pep,Kazachstania_naganishii_cbs_8797_gca_000348985.ASM34898v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Kazachstania,2120,Kazachstania_naganishii
GCA_000820885.1,Kluyveromyces dobzhanskii CBS 2104 str. CBS2104 (GCA_000820885),KLDO_01,51656,10741898,4957,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/kluyveromyces_dobzhanskii_cbs_2104_gca_000820885/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/kluyveromyces_dobzhanskii_cbs_2104_gca_000820885/pep,Kluyveromyces_dobzhanskii_cbs_2104_gca_000820885.KLDO_01,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,1743,Kluyveromyces_dobzhanskii
GCA_000002515.1,Kluyveromyces lactis str. NRRL Y-1140 (GCA_000002515),ASM251v1,28985,10689156,5076,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/kluyveromyces_lactis_gca_000002515/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/kluyveromyces_lactis_gca_000002515/pep,Kluyveromyces_lactis_gca_000002515.ASM251v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,1744,Kluyveromyces_lactis
GCA_001417885.1,Kluyveromyces marxianus DMKU3-1042 (GCA_001417885),Kmar_1.0,4911,10966467,4952,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/kluyveromyces_marxianus_dmku3_1042_gca_001417885/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/kluyveromyces_marxianus_dmku3_1042_gca_001417885/pep,Kluyveromyces_marxianus_dmku3_1042_gca_001417885.Kmar_1.0,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,1851,Kluyveromyces_marxianus
GCA_001417835.1,Kluyveromyces marxianus str. NBRC 1777 (GCA_001417835),KM1777_03,4911,10895581,4912,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/kluyveromyces_marxianus_gca_001417835/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/kluyveromyces_marxianus_gca_001417835/pep,Kluyveromyces_marxianus_gca_001417835.KM1777_03,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,1887,Kluyveromyces_marxianus
GCA_002102565.1,Kockovaella imperatae str. NRRL Y-17943 (GCA_002102565),Kocim1,4999,17465713,7392,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/kockovaella_imperatae_gca_002102565/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/kockovaella_imperatae_gca_002102565/pep,Kockovaella_imperatae_gca_002102565.Kocim1,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cuniculitremaceae,Kockovaella,3817,Kockovaella_imperatae
GCA_000027005.1,Komagataella pastoris,ASM2700v1,4922,9216378,5040,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/komagataella_pastoris/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/komagataella_pastoris/pep,Komagataella_pastoris.GCA_000027005.1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Komagataella,1639,Komagataella_pastoris
GCA_001708105.1,Komagataella pastoris (GCA_001708105),ASM170810v1,4922,9597535,5035,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/komagataella_pastoris_gca_001708105/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/komagataella_pastoris_gca_001708105/pep,Komagataella_pastoris_gca_001708105.ASM170810v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Komagataella,1685,Komagataella_pastoris
GCA_000223565.1,Komagataella phaffii CBS 7435 (GCA_000223565),PicPas_Mar2011,460519,9402723,5291,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/komagataella_phaffii_cbs_7435_gca_000223565/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/komagataella_phaffii_cbs_7435_gca_000223565/pep,Komagataella_phaffii_cbs_7435_gca_000223565.PicPas_Mar2011,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Komagataella,1709,Komagataella_phaffii
GCA_900235035.1,Komagataella phaffii CBS 7435 (GCA_900235035),ASM90023503v1,460519,9383211,5253,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/komagataella_phaffii_cbs_7435_gca_900235035/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/komagataella_phaffii_cbs_7435_gca_900235035/pep,Komagataella_phaffii_cbs_7435_gca_900235035.ASM90023503v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Komagataella,1724,Komagataella_phaffii
GCA_001708085.1,Komagataella phaffii str. WT (GCA_001708085),ASM170808v1,460519,9397609,5040,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/komagataella_phaffii_gca_001708085/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/komagataella_phaffii_gca_001708085/pep,Komagataella_phaffii_gca_001708085.ASM170808v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Komagataella,1693,Komagataella_phaffii
GCA_001746955.1,Komagataella phaffii GS115 (GCA_001746955),ASM174695v1,460519,9462757,5035,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/komagataella_phaffii_gs115_gca_001746955/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/komagataella_phaffii_gs115_gca_001746955/pep,Komagataella_phaffii_gs115_gca_001746955.ASM174695v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Komagataella,1692,Komagataella_phaffii
GCA_000576695.1,Kuraishia capsulata CBS 1993 (GCA_000576695),AUH_PRJEB4427_v1,317047,11371246,6029,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/kuraishia_capsulata_cbs_1993_gca_000576695/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/kuraishia_capsulata_cbs_1993_gca_000576695/pep,Kuraishia_capsulata_cbs_1993_gca_000576695.AUH_PRJEB4427_v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,,Kuraishia,1913,Kuraishia_capsulata
GCA_000512585.2,Kwoniella bestiolae CBS 10118 (GCA_000512585),Cryp_best_CBS10118_V1,324769,24360772,9133,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/kwoniella_bestiolae_cbs_10118_gca_000512585/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/kwoniella_bestiolae_cbs_10118_gca_000512585/pep,Kwoniella_bestiolae_cbs_10118_gca_000512585.Cryp_best_CBS10118_V1,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Kwoniella,4840,Kwoniella_bestiolae
GCA_000512565.2,Kwoniella dejecticola CBS 10117 (GCA_000512565),Cryp_deje_CBS10117_V1,324770,23862392,8602,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/kwoniella_dejecticola_cbs_10117_gca_000512565/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/kwoniella_dejecticola_cbs_10117_gca_000512565/pep,Kwoniella_dejecticola_cbs_10117_gca_000512565.Cryp_deje_CBS10117_V1,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Kwoniella,4783,Kwoniella_dejecticola
GCA_000507405.3,Kwoniella heveanensis BCC8398 (GCA_000507405),Cryp_heve_BCC8398_V1,89924,25469355,7927,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/kwoniella_heveanensis_bcc8398_gca_000507405/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/kwoniella_heveanensis_bcc8398_gca_000507405/pep,Kwoniella_heveanensis_bcc8398_gca_000507405.Cryp_heve_BCC8398_V1,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Kwoniella,4766,Kwoniella_heveanensis
GCA_000507425.3,Kwoniella heveanensis CBS 569 (GCA_000507425),Cryp_heve_CBS569_V2,89924,25253281,7871,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/kwoniella_heveanensis_cbs_569_gca_000507425/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/kwoniella_heveanensis_cbs_569_gca_000507425/pep,Kwoniella_heveanensis_cbs_569_gca_000507425.Cryp_heve_CBS569_V2,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Kwoniella,4758,Kwoniella_heveanensis
GCA_000507885.2,Kwoniella mangroviensis CBS 10435 (GCA_000507885),Kwon_mang_CBS10435_V2,463800,22653759,8429,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/kwoniella_mangroviensis_cbs_10435_gca_000507885/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/kwoniella_mangroviensis_cbs_10435_gca_000507885/pep,Kwoniella_mangroviensis_cbs_10435_gca_000507885.Kwon_mang_CBS10435_V2,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Kwoniella,4566,Kwoniella_mangroviensis
GCA_000507465.3,Kwoniella mangroviensis CBS 8507 (GCA_000507465),Kwon_mang_CBS8507_V2,463800,22654511,8422,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/kwoniella_mangroviensis_cbs_8507_gca_000507465/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/kwoniella_mangroviensis_cbs_8507_gca_000507465/pep,Kwoniella_mangroviensis_cbs_8507_gca_000507465.Kwon_mang_CBS8507_V2,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Kwoniella,4528,Kwoniella_mangroviensis
GCA_000507485.3,Kwoniella mangroviensis CBS 8886 (GCA_000507485),Kwon_mang_CBS8886_V1,463800,22872713,8429,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/kwoniella_mangroviensis_cbs_8886_gca_000507485/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/kwoniella_mangroviensis_cbs_8886_gca_000507485/pep,Kwoniella_mangroviensis_cbs_8886_gca_000507485.Kwon_mang_CBS8886_V1,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Kwoniella,4538,Kwoniella_mangroviensis
GCA_000512605.2,Kwoniella pini CBS 10737 (GCA_000512605),Cryp_pinu_CBS10737_V1,453459,20828584,7829,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/kwoniella_pini_cbs_10737_gca_000512605/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/kwoniella_pini_cbs_10737_gca_000512605/pep,Kwoniella_pini_cbs_10737_gca_000512605.Cryp_pinu_CBS10737_V1,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Kwoniella,4057,Kwoniella_pini
GCA_000827195.1,Laccaria amethystina LaAM-08-1 (GCA_000827195),Laccaria amethystina LaAM-08-1 v1.0,89243,52197432,21020,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/laccaria_amethystina_laam_08_1_gca_000827195/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/laccaria_amethystina_laam_08_1_gca_000827195/pep,Laccaria_amethystina_laam_08_1_gca_000827195.Laccaria_amethystina_LaAM-08-1_v1.0,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Tricholomataceae,Laccaria,6459,Laccaria_amethystina
GCA_000143565.1,Laccaria bicolor S238N-H82 (GCA_000143565),V1.0,29883,64877444,18215,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/laccaria_bicolor_s238n_h82_gca_000143565/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/laccaria_bicolor_s238n_h82_gca_000143565/pep,Laccaria_bicolor_s238n_h82_gca_000143565.V1.0,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Tricholomataceae,Laccaria,5995,Laccaria_bicolor
GCA_900074725.1,Lachancea dasiensis CBS 10888 (GCA_900074725),LADA0,1072105,10701617,5096,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/lachancea_dasiensis_cbs_10888_gca_900074725/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/lachancea_dasiensis_cbs_10888_gca_900074725/pep,Lachancea_dasiensis_cbs_10888_gca_900074725.LADA0,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Lachancea,1820,Lachancea_dasiensis
GCA_900074765.1,Lachancea fermentati (GCA_900074765),LAFE0,4955,10264457,5233,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/lachancea_fermentati_gca_900074765/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/lachancea_fermentati_gca_900074765/pep,Lachancea_fermentati_gca_900074765.LAFE0,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Lachancea,1751,Lachancea_fermentati
GCA_000938715.1,Lachancea lanzarotensis str. CBS 12615 (GCA_000938715),LALA0,1245769,11092131,5058,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/lachancea_lanzarotensis_gca_000938715/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/lachancea_lanzarotensis_gca_000938715/pep,Lachancea_lanzarotensis_gca_000938715.LALA0,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Lachancea,1881,Lachancea_lanzarotensis
