ACCESSION,DISPLAY_NAME,DNA_URL,PEP_URL,GFF_URL
GCA_000513335.1,Penicillium camemberti FM 013 (GCA_000513335),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/penicillium_camemberti_fm_013_gca_000513335/dna/Penicillium_camemberti_fm_013_gca_000513335.PCAMFM013_20131106.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/penicillium_camemberti_fm_013_gca_000513335/pep/Penicillium_camemberti_fm_013_gca_000513335.PCAMFM013_20131106.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota2_collection/penicillium_camemberti_fm_013_gca_000513335/Penicillium_camemberti_fm_013_gca_000513335.PCAMFM013_20131106.49.gff3.gz
GCA_000710275.1,Penicillium chrysogenum str. P2niaD18 (GCA_000710275),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/penicillium_chrysogenum_gca_000710275/dna/Penicillium_chrysogenum_gca_000710275.ASM71027v1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/penicillium_chrysogenum_gca_000710275/pep/Penicillium_chrysogenum_gca_000710275.ASM71027v1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota3_collection/penicillium_chrysogenum_gca_000710275/Penicillium_chrysogenum_gca_000710275.ASM71027v1.49.gff3.gz
GCA_002072405.1,Penicillium coprophilum (GCA_002072405),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/penicillium_coprophilum_gca_002072405/dna/Penicillium_coprophilum_gca_002072405.ASM207240v1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/penicillium_coprophilum_gca_002072405/pep/Penicillium_coprophilum_gca_002072405.ASM207240v1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota3_collection/penicillium_coprophilum_gca_002072405/Penicillium_coprophilum_gca_002072405.ASM207240v1.49.gff3.gz
GCA_002072245.1,Penicillium decumbens (GCA_002072245),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/penicillium_decumbens_gca_002072245/dna/Penicillium_decumbens_gca_002072245.ASM207224v1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/penicillium_decumbens_gca_002072245/pep/Penicillium_decumbens_gca_002072245.ASM207224v1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota3_collection/penicillium_decumbens_gca_002072245/Penicillium_decumbens_gca_002072245.ASM207224v1.49.gff3.gz
GCA_000315645.2,Penicillium digitatum Pd1 (GCA_000315645),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/penicillium_digitatum_pd1_gca_000315645/dna/Penicillium_digitatum_pd1_gca_000315645.PdigPd1_v1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/penicillium_digitatum_pd1_gca_000315645/pep/Penicillium_digitatum_pd1_gca_000315645.PdigPd1_v1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota1_collection/penicillium_digitatum_pd1_gca_000315645/Penicillium_digitatum_pd1_gca_000315645.PdigPd1_v1.49.gff3.gz
GCA_000315665.1,Penicillium digitatum PHI26 (GCA_000315665),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/penicillium_digitatum_phi26_gca_000315665/dna/Penicillium_digitatum_phi26_gca_000315665.PdigPHI26_v1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/penicillium_digitatum_phi26_gca_000315665/pep/Penicillium_digitatum_phi26_gca_000315665.PdigPHI26_v1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota1_collection/penicillium_digitatum_phi26_gca_000315665/Penicillium_digitatum_phi26_gca_000315665.PdigPHI26_v1.49.gff3.gz
GCA_000769735.1,Penicillium expansum str. d1 (GCA_000769735),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/penicillium_expansum_gca_000769735/dna/Penicillium_expansum_gca_000769735.ASM76973v1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/penicillium_expansum_gca_000769735/pep/Penicillium_expansum_gca_000769735.ASM76973v1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota1_collection/penicillium_expansum_gca_000769735/Penicillium_expansum_gca_000769735.ASM76973v1.49.gff3.gz
GCA_000769745.1,Penicillium expansum str. MD-8 (GCA_000769745),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/penicillium_expansum_gca_000769745/dna/Penicillium_expansum_gca_000769745.ASM76974v1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/penicillium_expansum_gca_000769745/pep/Penicillium_expansum_gca_000769745.ASM76974v1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota1_collection/penicillium_expansum_gca_000769745/Penicillium_expansum_gca_000769745.ASM76974v1.49.gff3.gz
GCA_000769755.1,Penicillium expansum str. CMP-1 (GCA_000769755),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/penicillium_expansum_gca_000769755/dna/Penicillium_expansum_gca_000769755.PEX1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/penicillium_expansum_gca_000769755/pep/Penicillium_expansum_gca_000769755.PEX1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota1_collection/penicillium_expansum_gca_000769755/Penicillium_expansum_gca_000769755.PEX1.49.gff3.gz
GCA_002072365.1,Penicillium flavigenum (GCA_002072365),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/penicillium_flavigenum_gca_002072365/dna/Penicillium_flavigenum_gca_002072365.ASM207236v1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/penicillium_flavigenum_gca_002072365/pep/Penicillium_flavigenum_gca_002072365.ASM207236v1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota3_collection/penicillium_flavigenum_gca_002072365/Penicillium_flavigenum_gca_002072365.ASM207236v1.49.gff3.gz
GCA_001513925.1,Penicillium freii (GCA_001513925),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/penicillium_freii_gca_001513925/dna/Penicillium_freii_gca_001513925.ASM151392v1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/penicillium_freii_gca_001513925/pep/Penicillium_freii_gca_001513925.ASM151392v1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota3_collection/penicillium_freii_gca_001513925/Penicillium_freii_gca_001513925.ASM151392v1.49.gff3.gz
GCA_001561935.1,Penicillium griseofulvum str. PG3 (GCA_001561935),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/penicillium_griseofulvum_gca_001561935/dna/Penicillium_griseofulvum_gca_001561935.ASM156193v1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/penicillium_griseofulvum_gca_001561935/pep/Penicillium_griseofulvum_gca_001561935.ASM156193v1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota3_collection/penicillium_griseofulvum_gca_001561935/Penicillium_griseofulvum_gca_001561935.ASM156193v1.49.gff3.gz
GCA_000769765.1,Penicillium italicum str. PHI-1 (GCA_000769765),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/penicillium_italicum_gca_000769765/dna/Penicillium_italicum_gca_000769765.ASM76976v1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/penicillium_italicum_gca_000769765/pep/Penicillium_italicum_gca_000769765.ASM76976v1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota1_collection/penicillium_italicum_gca_000769765/Penicillium_italicum_gca_000769765.ASM76976v1.49.gff3.gz
GCA_002072425.1,Penicillium nalgiovense (GCA_002072425),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/penicillium_nalgiovense_gca_002072425/dna/Penicillium_nalgiovense_gca_002072425.ASM207242v1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/penicillium_nalgiovense_gca_002072425/pep/Penicillium_nalgiovense_gca_002072425.ASM207242v1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota3_collection/penicillium_nalgiovense_gca_002072425/Penicillium_nalgiovense_gca_002072425.ASM207242v1.49.gff3.gz
GCA_001278595.1,Penicillium nordicum (GCA_001278595),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/penicillium_nordicum_gca_001278595/dna/Penicillium_nordicum_gca_001278595.ASM127859v1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/penicillium_nordicum_gca_001278595/pep/Penicillium_nordicum_gca_001278595.ASM127859v1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota3_collection/penicillium_nordicum_gca_001278595/Penicillium_nordicum_gca_001278595.ASM127859v1.49.gff3.gz
GCA_002382835.1,Penicillium occitanis str. CT1 (GCA_002382835),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/penicillium_occitanis_gca_002382835/dna/Penicillium_occitanis_gca_002382835.ASM238283v1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/penicillium_occitanis_gca_002382835/pep/Penicillium_occitanis_gca_002382835.ASM238283v1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota3_collection/penicillium_occitanis_gca_002382835/Penicillium_occitanis_gca_002382835.ASM238283v1.49.gff3.gz
GCA_002382855.1,Penicillium occitanis str. CL100 (GCA_002382855),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/penicillium_occitanis_gca_002382855/dna/Penicillium_occitanis_gca_002382855.ASM238285v1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/penicillium_occitanis_gca_002382855/pep/Penicillium_occitanis_gca_002382855.ASM238285v1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota3_collection/penicillium_occitanis_gca_002382855/Penicillium_occitanis_gca_002382855.ASM238285v1.49.gff3.gz
GCA_000346795.1,Penicillium oxalicum 114-2 (GCA_000346795),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/penicillium_oxalicum_114_2_gca_000346795/dna/Penicillium_oxalicum_114_2_gca_000346795.pde_v1.0.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/penicillium_oxalicum_114_2_gca_000346795/pep/Penicillium_oxalicum_114_2_gca_000346795.pde_v1.0.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota1_collection/penicillium_oxalicum_114_2_gca_000346795/Penicillium_oxalicum_114_2_gca_000346795.pde_v1.0.49.gff3.gz
GCA_002072265.1,Penicillium polonicum (GCA_002072265),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/penicillium_polonicum_gca_002072265/dna/Penicillium_polonicum_gca_002072265.ASM207226v1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/penicillium_polonicum_gca_002072265/pep/Penicillium_polonicum_gca_002072265.ASM207226v1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota3_collection/penicillium_polonicum_gca_002072265/Penicillium_polonicum_gca_002072265.ASM207226v1.49.gff3.gz
GCA_000513255.1,Penicillium roqueforti FM164 (GCA_000513255),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/penicillium_roqueforti_fm164_gca_000513255/dna/Penicillium_roqueforti_fm164_gca_000513255.PROQFM164_20130607.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/penicillium_roqueforti_fm164_gca_000513255/pep/Penicillium_roqueforti_fm164_gca_000513255.PROQFM164_20130607.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota1_collection/penicillium_roqueforti_fm164_gca_000513255/Penicillium_roqueforti_fm164_gca_000513255.PROQFM164_20130607.49.gff3.gz
GCA_000226395.1,Penicillium rubens Wisconsin 54-1255 (GCA_000226395),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/penicillium_rubens_wisconsin_54_1255_gca_000226395/dna/Penicillium_rubens_wisconsin_54_1255_gca_000226395.PenChr_Nov2007.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/penicillium_rubens_wisconsin_54_1255_gca_000226395/pep/Penicillium_rubens_wisconsin_54_1255_gca_000226395.PenChr_Nov2007.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota1_collection/penicillium_rubens_wisconsin_54_1255_gca_000226395/Penicillium_rubens_wisconsin_54_1255_gca_000226395.PenChr_Nov2007.49.gff3.gz
GCA_002072235.1,Penicillium solitum (GCA_002072235),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/penicillium_solitum_gca_002072235/dna/Penicillium_solitum_gca_002072235.ASM207223v1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/penicillium_solitum_gca_002072235/pep/Penicillium_solitum_gca_002072235.ASM207223v1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota3_collection/penicillium_solitum_gca_002072235/Penicillium_solitum_gca_002072235.ASM207223v1.49.gff3.gz
GCA_002072375.1,Penicillium steckii (GCA_002072375),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/penicillium_steckii_gca_002072375/dna/Penicillium_steckii_gca_002072375.ASM207237v1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/penicillium_steckii_gca_002072375/pep/Penicillium_steckii_gca_002072375.ASM207237v1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota3_collection/penicillium_steckii_gca_002072375/Penicillium_steckii_gca_002072375.ASM207237v1.49.gff3.gz
GCA_001908125.1,Penicillium subrubescens str. CBS 132785 (GCA_001908125),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/penicillium_subrubescens_gca_001908125/dna/Penicillium_subrubescens_gca_001908125.ASM190812v1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/penicillium_subrubescens_gca_001908125/pep/Penicillium_subrubescens_gca_001908125.ASM190812v1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota3_collection/penicillium_subrubescens_gca_001908125/Penicillium_subrubescens_gca_001908125.ASM190812v1.49.gff3.gz
GCA_002072255.1,Penicillium vulpinum (GCA_002072255),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/penicillium_vulpinum_gca_002072255/dna/Penicillium_vulpinum_gca_002072255.ASM207225v1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/penicillium_vulpinum_gca_002072255/pep/Penicillium_vulpinum_gca_002072255.ASM207225v1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota3_collection/penicillium_vulpinum_gca_002072255/Penicillium_vulpinum_gca_002072255.ASM207225v1.49.gff3.gz
GCA_001632445.1,Peniophora sp. CONT (GCA_001632445),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/peniophora_sp_cont_gca_001632445/dna/Peniophora_sp_cont_gca_001632445.Ricme1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/peniophora_sp_cont_gca_001632445/pep/Peniophora_sp_cont_gca_001632445.Ricme1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/peniophora_sp_cont_gca_001632445/Peniophora_sp_cont_gca_001632445.Ricme1.49.gff3.gz
GCA_003073855.1,Periconia macrospinosa str. DSE2036 (GCA_003073855),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/periconia_macrospinosa_gca_003073855/dna/Periconia_macrospinosa_gca_003073855.Perma1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/periconia_macrospinosa_gca_003073855/pep/Periconia_macrospinosa_gca_003073855.Perma1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota4_collection/periconia_macrospinosa_gca_003073855/Periconia_macrospinosa_gca_003073855.Perma1.49.gff3.gz
GCA_000516985.1,Pestalotiopsis fici W106-1 (GCA_000516985),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/pestalotiopsis_fici_w106_1_gca_000516985/dna/Pestalotiopsis_fici_w106_1_gca_000516985.PFICI.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/pestalotiopsis_fici_w106_1_gca_000516985/pep/Pestalotiopsis_fici_w106_1_gca_000516985.PFICI.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota1_collection/pestalotiopsis_fici_w106_1_gca_000516985/Pestalotiopsis_fici_w106_1_gca_000516985.PFICI.49.gff3.gz
GCA_002865625.1,Pezoloma ericae str. UAMH 7357 (GCA_002865625),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/pezoloma_ericae_gca_002865625/dna/Pezoloma_ericae_gca_002865625.Rhier1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/pezoloma_ericae_gca_002865625/pep/Pezoloma_ericae_gca_002865625.Rhier1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota4_collection/pezoloma_ericae_gca_002865625/Pezoloma_ericae_gca_002865625.Rhier1.49.gff3.gz
GCA_000392275.1,Phaeoacremonium minimum UCRPA7 (GCA_000392275),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/phaeoacremonium_minimum_ucrpa7_gca_000392275/dna/Phaeoacremonium_minimum_ucrpa7_gca_000392275.UCRPA7V03.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/phaeoacremonium_minimum_ucrpa7_gca_000392275/pep/Phaeoacremonium_minimum_ucrpa7_gca_000392275.UCRPA7V03.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota1_collection/phaeoacremonium_minimum_ucrpa7_gca_000392275/Phaeoacremonium_minimum_ucrpa7_gca_000392275.UCRPA7V03.49.gff3.gz
GCA_001006345.1,Phaeomoniella chlamydospora (GCA_001006345),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/phaeomoniella_chlamydospora_gca_001006345/dna/Phaeomoniella_chlamydospora_gca_001006345.UCRPA7V1.0.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/phaeomoniella_chlamydospora_gca_001006345/pep/Phaeomoniella_chlamydospora_gca_001006345.UCRPA7V1.0.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota3_collection/phaeomoniella_chlamydospora_gca_001006345/Phaeomoniella_chlamydospora_gca_001006345.UCRPA7V1.0.49.gff3.gz
GCA_000146915.1,Phaeosphaeria nodorum,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/phaeosphaeria_nodorum/dna/Phaeosphaeria_nodorum.ASM14691v1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/phaeosphaeria_nodorum/pep/Phaeosphaeria_nodorum.ASM14691v1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/phaeosphaeria_nodorum/Phaeosphaeria_nodorum.ASM14691v1.49.gff3.gz
GCA_000300595.1,Phanerochaete carnosa HHB-10118-sp (GCA_000300595),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/phanerochaete_carnosa_hhb_10118_sp_gca_000300595/dna/Phanerochaete_carnosa_hhb_10118_sp_gca_000300595.Phanerochaete_carnosa_HHB-10118-Sp_v1.0.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/phanerochaete_carnosa_hhb_10118_sp_gca_000300595/pep/Phanerochaete_carnosa_hhb_10118_sp_gca_000300595.Phanerochaete_carnosa_HHB-10118-Sp_v1.0.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/phanerochaete_carnosa_hhb_10118_sp_gca_000300595/Phanerochaete_carnosa_hhb_10118_sp_gca_000300595.Phanerochaete_carnosa_HHB-10118-Sp_v1.0.49.gff3.gz
GCA_002287475.1,Phellinus noxius (GCA_002287475),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/phellinus_noxius_gca_002287475/dna/Phellinus_noxius_gca_002287475.ASM228747v1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/phellinus_noxius_gca_002287475/pep/Phellinus_noxius_gca_002287475.ASM228747v1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/phellinus_noxius_gca_002287475/Phellinus_noxius_gca_002287475.ASM228747v1.49.gff3.gz
GCA_001500285.1,Phialocephala scopiformis str. CBS 120377 (GCA_001500285),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/phialocephala_scopiformis_gca_001500285/dna/Phialocephala_scopiformis_gca_001500285.Phisc1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/phialocephala_scopiformis_gca_001500285/pep/Phialocephala_scopiformis_gca_001500285.Phisc1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota3_collection/phialocephala_scopiformis_gca_001500285/Phialocephala_scopiformis_gca_001500285.Phisc1.49.gff3.gz
GCA_900073065.1,Phialocephala subalpina (GCA_900073065),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/phialocephala_subalpina_gca_900073065/dna/Phialocephala_subalpina_gca_900073065.PAC_version_1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/phialocephala_subalpina_gca_900073065/pep/Phialocephala_subalpina_gca_900073065.PAC_version_1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota3_collection/phialocephala_subalpina_gca_900073065/Phialocephala_subalpina_gca_900073065.PAC_version_1.49.gff3.gz
GCA_000835435.1,Phialophora americana str. CBS 27337 (GCA_000835435),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/phialophora_americana_gca_000835435/dna/Phialophora_americana_gca_000835435.Capr_semi_CBS27337_V1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/phialophora_americana_gca_000835435/pep/Phialophora_americana_gca_000835435.Capr_semi_CBS27337_V1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_ascomycota2_collection/phialophora_americana_gca_000835435/Phialophora_americana_gca_000835435.Capr_semi_CBS27337_V1.49.gff3.gz
